356.333 1399 496.006
357.121 1399 496.056
357.492 1399 496.006
357.893 1399 496.105
362.165 1397 496.239
362.583 1397 496.439
362.984 1397 496.54
358.28 1398 496.056
358.662 1398 496.056
359.043 1398 496.056
359.439 1398 496.105
359.859 1398 496.239
360.25 1398 496.288
360.641 1398 496.338
361.006 1398 496.239
361.42 1398 496.338
361.83 1398 496.49
362.24 1398 496.641
362.621 1398 496.641
358.318 1399 496.254
358.7 1399 496.254
359.072 1399 496.204
359.439 1399 496.105
359.869 1399 496.288
360.25 1399 496.288
360.67 1399 496.49
361.042 1399 496.439
361.42 1399 496.338
361.83 1399 496.49
362.221 1399 496.54
362.602 1399 496.54
362.984 1399 496.54
357.96 1379 496.454
360.661 1378 496.439
361.042 1378 496.439
361.496 1378 496.742
361.877 1378 496.742
362.202 1378 496.439
362.583 1378 496.439
358.309 1379 496.204
358.738 1379 496.452
359.158 1379 496.651
359.491 1379 496.403
359.917 1379 496.54
360.308 1379 496.591
360.708 1379 496.692
361.09 1379 496.692
361.486 1379 496.692
361.868 1379 496.692
362.297 1379 496.944
362.659 1379 496.843
363.05 1378 496.894
363.428 1378 496.793
363.838 1378 496.944
364.21 1378 496.894
364.656 1378 497.246
364.979 1378 496.843
363.06 1379 496.944
363.466 1379 496.995
363.848 1379 496.995
364.258 1379 497.147
364.63 1379 497.096
365.045 1379 497.196
365.398 1379 497.046
365.808 1379 497.196
366.206 1379 497.295
366.579 1379 497.246
366.976 1379 497.231
356.361 1380 496.155
356.752 1380 496.204
357.14 1380 496.155
357.521 1380 496.155
357.95 1380 496.404
355.261 1381 496.454
355.642 1381 496.454
355.97 1381 496.105
356.39 1381 496.304
356.781 1381 496.353
357.178 1381 496.353
357.559 1381 496.353
357.979 1381 496.555
354.82 1382 496.155
355.202 1382 496.155
355.583 1382 496.155
355.97 1382 496.105
356.361 1382 496.155
356.752 1382 496.204
357.168 1382 496.304
357.569 1382 496.404
357.95 1382 496.404
353.235 1383 496.006
354.792 1383 496.006
355.173 1383 496.006
355.583 1383 496.155
355.98 1383 496.155
356.352 1383 496.105
356.743 1383 496.155
357.168 1383 496.304
357.569 1383 496.404
357.95 1383 496.404
353.632 1384 496.006
354.023 1384 496.056
355.211 1384 496.204
355.564 1384 496.056
356.009 1384 496.304
356.39 1384 496.304
356.733 1384 496.105
357.14 1384 496.155
357.55 1384 496.304
357.969 1384 496.505
358.385 1380 496.606
358.747 1380 496.502
359.129 1380 496.502
359.568 1380 496.799
359.964 1380 496.793
360.298 1380 496.54
360.718 1380 496.742
361.099 1380 496.742
361.534 1380 496.944
361.897 1380 496.843
362.297 1380 496.944
362.679 1380 496.944
358.385 1381 496.606
358.747 1381 496.502
359.138 1381 496.552
359.51 1381 496.502
359.945 1381 496.692
360.317 1381 496.641
360.718 1381 496.742
361.09 1381 496.692
361.515 1381 496.843
361.868 1381 496.692
362.288 1381 496.894
362.669 1381 496.894
358.347 1382 496.404
358.728 1382 496.403
359.11 1382 496.403
359.491 1382 496.403
359.945 1382 496.692
360.317 1382 496.641
360.689 1382 496.591
361.071 1382 496.591
361.486 1382 496.692
361.858 1382 496.641
362.259 1382 496.742
362.679 1382 496.944
358.356 1383 496.454
358.738 1383 496.452
359.129 1383 496.502
359.501 1383 496.452
359.955 1383 496.742
360.298 1383 496.54
360.708 1383 496.692
361.09 1383 496.692
361.486 1383 496.692
361.868 1383 496.692
362.259 1383 496.742
362.65 1383 496.793
358.328 1384 496.304
358.719 1384 496.353
359.138 1384 496.552
359.529 1384 496.601
359.917 1384 496.54
360.289 1384 496.49
360.689 1384 496.591
361.08 1384 496.641
361.496 1384 496.742
361.897 1384 496.843
362.278 1384 496.843
362.669 1384 496.894
363.089 1380 497.096
363.457 1380 496.944
363.848 1380 496.995
364.275 1380 497.246
364.639 1380 497.147
